"","gene","name","geneid","NCBI"
"5435","KLHL30","kelch like family member 30",424851,"XP_015132595.1"
"5436","KLHL32","kelch like family member 32",421801,"XP_015140159.1"
"5437","KLHL34","kelch like family member 34",418604,"XP_004934726.1"
"5438","KLHL36","kelch like family member 36",415816,"XP_414178.3"
"5439","KLHL38","kelch like family member 38",428388,"XP_425948.2"
"5440","KLHL40","kelch like family member 40",420389,"XP_418495.2"
"5441","KLHL42","kelch like family member 42",419046,"XP_417237.1"
"5442","KMO","kynurenine 3-monooxygenase",424041,"XP_004942623.1"
"5443","KMT2A","lysine methyltransferase 2A",414897,"XP_015153550.1"
"5444","KMT2E","lysine methyltransferase 2E",417712,"XP_003640389.1"
"5445","KNDC1","kinase non-catalytic C-lobe domain containing 1",423824,"XP_421694.5"
"5446","KNG1","kininogen 1",424957,"XP_422766.2"
"5447","KNSTRN","kinetochore localized astrin (SPAG5) binding protein",426704,"NP_001026564.1"
"5448","KNTC1","kinetochore associated 1",416865,"XP_015131064.1"
"5449","KPNA1","karyopherin subunit alpha 1",418271,"NP_001025945.1"
"5450","KPNA2","karyopherin subunit alpha 2",417420,"XP_015135377.1"
"5451","KPNA4","karyopherin subunit alpha 4",425012,"NP_001007964.1"
"5452","KPNA6","karyopherin subunit alpha 6",419656,"XP_015153154.1"
"5453","KPNA7","karyopherin subunit alpha 7",416488,"XP_414795.3"
"5454","KPNB1","karyopherin subunit beta 1",426499,"XP_015154959.1"
"5455","KRAS","KRAS proto-oncogene, GTPase",418207,"XP_015145758.1"
"5456","KREMEN1","kringle containing transmembrane protein 1",416920,"XP_015130967.1"
"5457","KRIT1","KRIT1 ankyrin repeat containing",420549,"NP_001026144.2"
"5458","KRR1","KRR1 small subunit processome component homolog",417863,"XP_015137310.1"
"5459","KRT5","keratin 5",407779,"NP_001001195.1"
"5460","KRT7","keratin 7",395772,"NP_990263.1"
"5461","KRT8","keratin 8",426896,"XP_015128103.1"
"5462","KRT10","keratin 10",771977,"XP_001235182.3"
"5463","KRT12","keratin 12",428314,"XP_015155141.1"
"5464","KRT14","keratin 14",408039,"NP_001001311.2"
"5465","KRT19","keratin 19",395861,"NP_990340.2"
"5466","KRT20","keratin 20",420045,"NP_001264910.1"
"5467","KRT80","keratin 80",431302,"XP_428853.3"
"5468","KRTCAP2","keratinocyte associated protein 2",107050428,"XP_015129680.1"
"5469","KRTCAP3","keratinocyte associated protein 3",421984,"XP_419994.1"
"5470","KSR1","kinase suppressor of ras 1",427839,"XP_015151347.1"
"5471","KTI12","KTI12 chromatin associated homolog",424637,"NP_001269225.1"
"5472","KTN1","kinectin 1",396335,"XP_015142791.1"
"5473","KXD1","KxDL motif containing 1",771070,"XP_015155627.1"
"5474","KYNU","kynureninase",424302,"XP_004943069.1"
"5475","L1CAM","L1 cell adhesion molecule",396059,"NP_990484.1"
"5476","L2HGDH","L-2-hydroxyglutarate dehydrogenase",423573,"XP_421462.2"
"5477","L3HYPDH","trans-L-3-hydroxyproline dehydratase",423531,"XP_421428.4"
"5478","L3MBTL1","L3MBTL histone methyl-lysine binding protein 1",419115,"XP_417302.4"
"5479","L3MBTL2","L3MBTL histone methyl-lysine binding protein 2",417999,"NP_001006238.1"
"5480","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3",421705,"XP_419742.5"
"5481","L3MBTL4","L3MBTL histone methyl-lysine binding protein 4",419599,"XP_015153228.1"
"5482","L3MBTL4","L3MBTL histone methyl-lysine binding protein 4",419599,"XP_015153234.1"
"5483","LACC1","laccase domain containing 1",418840,"XP_015132114.1"
"5484","LACTB","lactamase beta",415373,"NP_001025717.1"
"5485","LACTB2","lactamase beta 2",420178,"NP_001264336.1"
"5486","LACTBL1","lactamase beta like 1",769085,"XP_001232283.3"
"5487","LAD1","ladinin 1",421160,"XP_015154352.1"
"5488","LAG3","lymphocyte activating 3",418287,"XP_416510.2"
"5489","LAMA1","laminin subunit alpha 1",374016,"NP_001186735.1"
"5490","LAMA3","laminin subunit alpha 3",428524,"XP_004939845.2"
"5491","LAMA4","laminin subunit alpha 4",421749,"XP_419780.4"
"5492","LAMA5","laminin subunit alpha 5",428148,"XP_015152145.1"
"5493","LAMA5","laminin subunit alpha 5",428148,"XP_015152147.1"
"5494","LAMB1","laminin subunit beta 1",396478,"XP_415943.3"
"5495","LAMB2","laminin subunit beta 2",373980,"NP_989497.1"
"5496","LAMB3","laminin subunit beta 3",428268,"XP_015154529.1"
"5497","LAMB4","laminin subunit beta 4",396076,"XP_015131191.1"
"5498","LAMC1","laminin subunit gamma 1",424442,"XP_001234659.2"
"5499","LAMC2","laminin subunit gamma 2",408043,"XP_004943325.1"
"5500","LAMC3","laminin subunit gamma 3",417180,"XP_015135225.1"
"5501","LAMP1","lysosomal associated membrane protein 1",396220,"NP_990614.2"
"5502","LAMP2","lysosomal associated membrane protein 2",414800,"XP_015133691.1"
"5503","LAMP3","lysosomal associated membrane protein 3",424961,"XP_015146905.1"
"5504","LAMP5","lysosomal associated membrane protein family member 5",416732,"XP_015139017.1"
"5505","LAMTOR1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",100857186,"XP_015136391.1"
"5506","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",100859842,"XP_015153829.1"
"5507","LAMTOR3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",425210,"NP_001006559.1"
"5508","LAMTOR4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",107050331,"XP_015129589.1"
"5509","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",419811,"NP_001165357.1"
"5510","LANCL1","LanC like 1",424006,"NP_001026416.2"
"5511","LANCL2","LanC like 2",420779,"XP_418874.2"
"5512","LANCL3","LanC like 3",427992,"XP_425562.2"
"5513","LAP3","leucine aminopeptidase 3",425306,"NP_001026507.1"
"5514","LAPTM4A","lysosomal protein transmembrane 4 alpha",421959,"NP_001026263.1"
"5515","LAPTM4B","lysosomal protein transmembrane 4 beta",770893,"XP_001233339.2"
"5516","LAPTM5","lysosomal protein transmembrane 5",419552,"XP_417701.1"
"5517","LARP1","La ribonucleoprotein 1, translational regulator",416258,"XP_015149398.1"
"5518","LARP1B","La ribonucleoprotein 1B",422500,"XP_015132117.1"
"5519","LARP4","La ribonucleoprotein 4",426876,"XP_015155716.1"
"5520","LARP4B","La ribonucleoprotein 4B",420457,"XP_015137627.1"
"5521","LARP6","La ribonucleoprotein 6, translational regulator",415392,"XP_015134456.1"
"5522","LARP7","La ribonucleoprotein 7, transcriptional regulator",422690,"XP_420643.3"
"5523","LARS2","leucyl-tRNA synthetase 2, mitochondrial",420702,"XP_004939517.2"
"5524","LAS1L","LAS1 like ribosome biogenesis factor",422174,"XP_001231274.3"
"5525","LASP1","LIM and SH3 protein 1",420002,"XP_015155008.1"
"5526","LAT2","linker for activation of T cells family member 2",417489,"XP_003643632.2"
"5527","LATS1","large tumor suppressor kinase 1",421627,"XP_004935663.1"
"5528","LBH","LBH regulator of WNT signaling pathway",421301,"NP_001026209.1"
"5529","LBR","lamin B receptor",396285,"XP_015139112.1"
"5530","LBX1","ladybird homeobox 1",100431103,"NP_001171614.1"
"5531","LCA5","lebercilin LCA5",421852,"XP_004940478.1"
"5532","LCA5L","lebercilin LCA5 like",418522,"XP_015156743.1"
"5533","LCAT","lecithin-cholesterol acyltransferase",396136,"NP_001280023.1"
"5534","LCK","LCK proto-oncogene, Src family tyrosine kinase",396460,"XP_015153340.1"
"5535","LCLAT1","lysocardiolipin acyltransferase 1",421303,"XP_015133568.1"
"5536","LCMT1","leucine carboxyl methyltransferase 1",416565,"NP_001006167.2"
"5537","LCMT2","leucine carboxyl methyltransferase 2",419072,"XP_015136406.1"
"5538","LCOR","ligand dependent nuclear receptor corepressor",423847,"XP_015144275.1"
"5539","LCORL","ligand dependent nuclear receptor corepressor like",422820,"XP_015141203.1"
"5540","LCORL","ligand dependent nuclear receptor corepressor like",422820,"XP_015141205.1"
"5541","LCORL","ligand dependent nuclear receptor corepressor like",422820,"XP_015141207.1"
"5542","LCP1","lymphocyte cytosolic protein 1",418852,"NP_001008440.1"
"5543","LCP2","lymphocyte cytosolic protein 2",395438,"NP_990032.1"
"5544","LCT","lactase",424294,"NP_001104816.1"
"5545","LDB1","LIM domain binding 1",395952,"NP_990401.1"
"5546","LDB2","LIM domain binding 2",395631,"NP_990160.1"
"5547","LDB3","LIM domain binding 3",423610,"XP_015143471.1"
"5548","LDB3","LIM domain binding 3",423610,"XP_015143473.1"
"5549","LDHA","lactate dehydrogenase A",396221,"NP_990615.1"
"5550","LDHB","lactate dehydrogenase B",373997,"NP_989508.1"
"5551","LDHD","lactate dehydrogenase D",415689,"XP_015134715.1"
"5552","LDLRAD1","low density lipoprotein receptor class A domain containing 1",772294,"XP_015146685.1"
"5553","LDLRAD3","low density lipoprotein receptor class A domain containing 3",423160,"XP_015142696.1"
"5554","LDLRAD3","low density lipoprotein receptor class A domain containing 3",423160,"XP_421086.5"
"5555","LDLRAD4","low density lipoprotein receptor class A domain containing 4",421044,"XP_015137940.1"
"5556","LDLRAP1","low density lipoprotein receptor adaptor protein 1",419589,"XP_015153218.1"
"5557","LECT2","leukocyte cell derived chemotaxin 2",396471,"NP_990809.2"
"5558","LEF1","lymphoid enhancer binding factor 1",395865,"XP_015131622.1"
"5559","LEFTY2","left-right determination factor 2",395529,"NP_990095.2"
"5560","LEKR1","leucine, glutamate and lysine rich 1",425025,"XP_422827.4"
"5561","LEMD2","LEM domain nuclear envelope protein 2",419907,"XP_418032.2"
"5562","LEMD3","LEM domain containing 3",417832,"XP_015138241.1"
"5563","LEO1","LEO1 homolog, Paf1/RNA polymerase II complex component",769405,"NP_001279015.1"
"5564","LEO1","LEO1 homolog, Paf1/RNA polymerase II complex component",769405,"XP_004943850.1"
"5565","LEPR","leptin receptor",374223,"NP_989654.1"
"5566","LEPROT","leptin receptor overlapping transcript",424699,"XP_015146514.1"
"5567","LEPROTL1","leptin receptor overlapping transcript like 1",422625,"XP_420582.1"
"5568","LETM1","leucine zipper and EF-hand containing transmembrane protein 1",422898,"NP_001006461.2"
"5569","LETM2","leucine zipper and EF-hand containing transmembrane protein 2",426779,"XP_424391.5"
"5570","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",395790,"NP_990279.1"
"5571","LGALS1","galectin 1",396491,"NP_990826.1"
"5572","LGALS2","galectin 2",425107,"XP_015143897.1"
"5573","LGALS3","galectin 3",373917,"NP_001289729.1"
"5574","LGALS8","galectin 8",430948,"NP_001010843.1"
"5575","LGALS8","galectin 8",430948,"XP_015139607.1"
"5576","LGALSL","galectin like",421278,"NP_001008456.1"
"5577","LGI1","leucine rich glioma inactivated 1",423802,"XP_015144085.1"
"5578","LGI2","leucine rich repeat LGI family member 2",422809,"XP_015141181.1"
"5579","LGI3","leucine rich repeat LGI family member 3",107049625,"XP_015128838.1"
"5580","LGMN","legumain",423418,"XP_004941936.1"
"5581","LGR4","leucine rich repeat containing G protein-coupled receptor 4",428605,"XP_426162.3"
"5582","LGR5","leucine rich repeat containing G protein-coupled receptor 5",427867,"XP_425441.3"
"5583","LGR6","leucine rich repeat containing G protein-coupled receptor 6",421173,"XP_003642780.1"
"5584","LHCGR","luteinizing hormone/choriogonadotropin receptor",395776,"NP_990267.1"
"5585","LHFPL2","LHFPL tetraspan subfamily member 2",416369,"XP_414683.1"
"5586","LHFPL4","LHFPL tetraspan subfamily member 4",770959,"XP_001234277.3"
"5587","LHFPL5","LHFPL tetraspan subfamily member 5",378916,"NP_989729.1"
"5588","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase",426415,"XP_424063.3"
"5589","LHX1","LIM homeobox 1",396381,"NP_990744.1"
"5590","LHX2","LIM homeobox 2",395705,"NP_990220.1"
"5591","LHX3","LIM homeobox 3",373940,"NP_001025506.1"
"5592","LHX5","LIM homeobox 5",771259,"XP_001234553.2"
"5593","LHX6","LIM homeobox 6",772259,"XP_015135324.1"
"5594","LHX8","LIM homeobox 8",424721,"NP_001035556.2"
"5595","LHX9","LIM homeobox 9",396397,"XP_015145739.1"
"5596","LIAS","lipoic acid synthetase",422791,"XP_423226.4"
"5597","LIF","LIF interleukin 6 family cytokine",427718,"XP_015150402.1"
"5598","LIFR","LIF receptor subunit alpha",395262,"NP_989906.1"
"5599","LIG1","DNA ligase 1",430516,"XP_015156079.1"
"5600","LIG3","DNA ligase 3",417530,"NP_001006215.2"
"5601","LIG4","DNA ligase 4",418764,"NP_001025987.1"
"5602","LIMA1","LIM domain and actin binding 1",426878,"XP_015155740.1"
"5603","LIMCH1","LIM and calponin homology domains 1",422780,"XP_004936138.1"
"5604","LIMD1","LIM domains containing 1",420701,"XP_418800.5"
"5605","LIMD2","LIM domain containing 2",419955,"NP_001006330.2"
"5606","LIMK1","LIM domain kinase 1",373922,"NP_989462.1"
"5607","LIMK2","LIM domain kinase 2",396010,"NP_990446.1"
"5608","LIMS1","LIM zinc finger domain containing 1",414880,"XP_015133322.1"
"5609","LIN7A","lin-7 homolog A, crumbs cell polarity complex component",417874,"XP_004937651.2"
"5610","LIN7B","lin-7 homolog B, crumbs cell polarity complex component",421608,"XP_015141655.1"
"5611","LIN9","lin-9 DREAM MuvB core complex component",421316,"XP_015139123.1"
"5612","LIN28B","lin-28 homolog B",421786,"NP_001029990.1"
"5613","LIN52","lin-52 DREAM MuvB core complex component",423346,"NP_001007938.1"
"5614","LIN54","lin-54 DREAM MuvB core complex component",422595,"XP_003641221.1"
"5615","LINC00954","long intergenic non-protein coding RNA 954",421956,"XP_419968.4"
"5616","LINGO1","leucine rich repeat and Ig domain containing 1",415344,"XP_015134352.1"
"5617","LIPA","lipase A, lysosomal acid type",423789,"XP_421661.3"
"5618","LIPG","lipase G, endothelial type",426846,"XP_424455.5"
"5619","LIPH","lipase H",424874,"XP_015132647.1"
"5620","LIPI","lipase I",418466,"XP_004938405.1"
"5621","LIPT1","lipoyltransferase 1",418697,"NP_001264683.1"
"5622","LIPT2","lipoyl(octanoyl) transferase 2",107052471,"XP_015136505.1"
"5623","LITAF","lipopolysaccharide induced TNF factor",374125,"NP_989598.1"
"5624","LIX1","limb and CNS expressed 1",374264,"NP_989678.1"
"5625","LLGL1","LLGL scribble cell polarity complex component 1",100858027,"XP_015149904.1"
"5626","LLGL2","LLGL scribble cell polarity complex component 2",422127,"XP_015150920.1"
"5627","LLPH","LLP homolog, long-term synaptic facilitation factor",771027,"NP_001072969.1"
"5628","LMAN1","lectin, mannose binding 1",426849,"NP_001026570.1"
"5629","LMAN2","lectin, mannose binding 2",100859676,"XP_003642101.3"
"5630","LMBR1","limb development membrane protein 1",373986,"NP_989503.1"
"5631","LMBR1L","limb development membrane protein 1 like",107055406,"XP_015155805.1"
"5632","LMBRD1","LMBR1 domain containing 1",421874,"NP_001006413.1"
"5633","LMBRD2","LMBR1 domain containing 2",429640,"XP_015132832.1"
"5634","LMCD1","LIM and cysteine rich domains 1",416113,"XP_414443.3"
"5635","LMF1","lipase maturation factor 1",416528,"XP_015149916.1"
"5636","LMF2","lipase maturation factor 2",429380,"XP_015151730.1"
"5637","LMLN","leishmanolysin like peptidase",424264,"XP_422111.3"
"5638","LMNA","lamin A/C",415464,"XP_015147517.1"
"5639","LMNB1","lamin B1",396223,"NP_990617.1"
"5640","LMNB2","lamin B2",396222,"NP_990616.1"
"5641","LMO1","LIM domain only 1",100858792,"XP_015141980.1"
"5642","LMO2","LIM domain only 2",374129,"XP_015142241.1"
"5643","LMO2","LIM domain only 2",374129,"XP_015142243.1"
"5644","LMO3","LIM domain only 3",418179,"XP_416410.3"
"5645","LMO4","LIM domain only 4",373901,"NP_989443.1"
"5646","LMO7","LIM domain 7",418815,"XP_004938696.1"
"5647","LMO7","LIM domain 7",418815,"XP_015132621.1"
"5648","LMO7","LIM domain 7",418815,"XP_015132630.1"
"5649","LMOD1","leiomodin 1",771476,"XP_004934925.1"
"5650","LMOD2","leiomodin 2",417751,"NP_001186644.2"
"5651","LMTK2","lemur tyrosine kinase 2",769200,"XP_001232429.3"
"5652","LMX1A","LIM homeobox transcription factor 1 alpha",777133,"NP_001244317.1"
"5653","LMX1B","LIM homeobox transcription factor 1 beta",396312,"NP_990689.2"
"5654","LNP1","leukemia NUP98 fusion partner 1",418388,"XP_004938307.1"
"5655","LNPEP","leucyl and cystinyl aminopeptidase",427279,"XP_424862.3"
"5656","LNX1","ligand of numb-protein X 1",422752,"XP_004936083.1"
"5657","LNX2","ligand of numb-protein X 2",418928,"XP_015133736.1"
"5658","LONP1","lon peptidase 1, mitochondrial",768942,"XP_001232112.3"
"5659","LONP2","lon peptidase 2, peroxisomal",415740,"NP_001186149.1"
"5660","LONRF1","LON peptidase N-terminal domain and ring finger 1",422742,"XP_420695.4"
"5661","LONRF3","LON peptidase N-terminal domain and ring finger 3",422375,"XP_004940903.1"
"5662","LOXHD1","lipoxygenase homology domains 1",427648,"XP_015132903.1"
"5663","LOXL1","lysyl oxidase like 1",426411,"XP_424060.5"
"5664","LOXL2","lysyl oxidase like 2",419533,"NP_001292097.1"
"5665","LOXL3","lysyl oxidase like 3",425986,"XP_015156777.1"
"5666","LOXL4","lysyl oxidase like 4",769927,"XP_015144290.1"
"5667","LPAR1","lysophosphatidic acid receptor 1",427339,"NP_001108554.1"
"5668","LPAR2","lysophosphatidic acid receptor 2",426086,"NP_001108553.2"
"5669","LPAR3","lysophosphatidic acid receptor 3",771215,"NP_001107182.1"
"5670","LPAR4","lysophosphatidic acid receptor 4",422149,"NP_001264978.1"
"5671","LPAR5","lysophosphatidic acid receptor 5",418279,"XP_015149239.1"
"5672","LPAR6","lysophosphatidic acid receptor 6",396118,"NP_990530.2"
"5673","LPCAT1","lysophosphatidylcholine acyltransferase 1",420974,"XP_004935228.1"
"5674","LPCAT2","lysophosphatidylcholine acyltransferase 2",415716,"NP_001025739.2"
"5675","LPCAT3","lysophosphatidylcholine acyltransferase 3",418293,"XP_416516.4"
"5676","LPGAT1","lysophosphatidylglycerol acyltransferase 1",421375,"NP_001026220.1"
"5677","LPIN1","lipin 1",421945,"XP_015131579.1"
"5678","LPIN2","lipin 2",421059,"XP_015133426.1"
